DEPT,GR
1776.0,121.7792
1777.0,135.4524
1778.0,134.348
1779.0,138.4504
1780.0,139.5946
1781.0,132.5257
1782.0,134.7786
1783.0,134.5724
1784.0,136.51
1785.0,137.841
1786.0,139.8866
1787.0,139.6177
1788.0,129.5203
1789.0,122.0714
1790.0,120.5738
1791.0,132.6435
1792.0,130.5055
1793.0,122.975
1794.0,118.2737
1795.0,122.7924
1796.0,131.9895
1797.0,127.3283
1798.0,122.2789
1799.0,126.9932
1800.0,126.4647
1801.0,130.2218
1802.0,136.7435
1803.0,132.2779
1804.0,137.8613
1805.0,131.6089
1806.0,133.018
1807.0,132.1493
1808.0,129.7876
1809.0,132.1026
1810.0,133.953
1811.0,136.9505
1812.0,135.8917
1813.0,136.3605
1814.0,127.4337
1815.0,121.4713
1816.0,126.9028
1817.0,127.299
1818.0,135.305
1819.0,127.4159
1820.0,124.9941
1821.0,130.8572
1822.0,130.1376
1823.0,127.7293
1824.0,139.8544
1825.0,131.0539
1826.0,131.4569
1827.0,135.9068
1828.0,130.7078
1829.0,127.5957
1830.0,134.4217
1831.0,128.5175
1832.0,128.4894
1833.0,128.1076
1834.0,128.3126
1835.0,134.7181
1836.0,140.0453
1837.0,140.7384
1838.0,140.3678
1839.0,135.9788
1840.0,128.1947
1841.0,122.2885
1842.0,127.1242
1843.0,137.4005
1844.0,125.9616
1845.0,128.4894
1846.0,138.0374
1847.0,145.1454
1848.0,138.684
1849.0,136.2939
1850.0,131.0787
1851.0,122.2653
1852.0,137.2699
1853.0,131.7795
1854.0,134.8252
1855.0,132.5756
1856.0,119.9997
1857.0,125.0504
1858.0,132.8189
1859.0,134.216
1860.0,137.8893
1861.0,143.5784
1862.0,139.4472
1863.0,131.3515
1864.0,134.8342
1865.0,142.9215
1866.0,147.2005
1867.0,144.5956
1868.0,133.9522
1869.0,131.927
1870.0,125.8598
1871.0,132.7208
1872.0,123.8071
1873.0,121.7032
1874.0,132.6898
1875.0,156.8386
1876.0,159.481
1877.0,136.0815
1878.0,134.8938
1879.0,135.166
1880.0,141.3237
1881.0,131.2807
1882.0,116.8155
1883.0,118.1822
1884.0,125.3143
1885.0,133.2477
1886.0,131.4281
1887.0,136.0344
1888.0,133.1778
1889.0,143.8232
1890.0,146.9328
1891.0,143.8521
1892.0,140.0923
1893.0,140.6219
1894.0,138.3884
1895.0,135.7547
1896.0,134.482
1897.0,134.4075
1898.0,134.6594
1899.0,141.2095
1900.0,138.7146
1901.0,135.8335
1902.0,139.5746
1903.0,137.3048
1904.0,133.8685
1905.0,144.5873
1906.0,148.7408
1907.0,154.8519
1908.0,172.0549
1909.0,166.0593
1910.0,156.5732
1911.0,145.2679
1912.0,144.7839
1913.0,140.3568
1914.0,146.0629
1915.0,144.4701
1916.0,140.1903
1917.0,134.8055
1918.0,139.7455
1919.0,138.9677
1920.0,125.0984
1921.0,128.4328
1922.0,130.7547
1923.0,133.4589
1924.0,127.613
1925.0,139.6399
1926.0,140.9984
1927.0,150.3352
1928.0,151.4025
1929.0,143.587
1930.0,128.8172
1931.0,128.563
1932.0,142.972
1933.0,132.6892
1934.0,121.486
1935.0,131.717
1936.0,140.2769
1937.0,143.266
1938.0,132.6459
1939.0,126.8158
1940.0,128.3441
1941.0,134.7278
1942.0,134.0708
1943.0,126.0947
1944.0,119.0912
1945.0,118.4788
1946.0,110.4597
1947.0,115.9327
1948.0,118.1221
1949.0,124.7603
1950.0,122.1751
1951.0,136.6302
1952.0,144.725
1953.0,127.3462
1954.0,117.4886
1955.0,117.7968
1956.0,115.4651
1957.0,106.5757
1958.0,103.9817
1959.0,110.0984
1960.0,136.3927
1961.0,137.5164
1962.0,125.7865
1963.0,125.2117
1964.0,115.8868
1965.0,108.1014
1966.0,112.567
1967.0,122.2919
1968.0,120.6895
1969.0,113.1269
1970.0,102.4559
1971.0,100.9648
1972.0,107.7222
1973.0,123.0251
1974.0,127.5792
1975.0,113.1925
1976.0,109.8857
1977.0,103.0791
1978.0,106.3904
1979.0,113.8032
1980.0,110.1266
1981.0,108.5947
1982.0,112.9577
1983.0,118.7989
1984.0,109.3687
1985.0,109.8647
1986.0,108.0082
1987.0,113.5957
1988.0,111.5383
1989.0,108.7722
1990.0,107.9657
1991.0,120.5312
1992.0,118.6231
1993.0,111.6006
1994.0,112.9654
1995.0,104.1078
1996.0,100.3775
1997.0,103.6581
1998.0,101.2883
1999.0,96.6406
2000.0,104.0863
2001.0,102.6398
2002.0,95.5845
2003.0,101.5955
2004.0,104.3141
2005.0,91.8263
2006.0,89.4491
2007.0,94.7144
2008.0,98.497
2009.0,96.8823
2010.0,103.0121
2011.0,104.9302
2012.0,101.2951
2013.0,98.1809
2014.0,102.6435
2015.0,104.5522
2016.0,95.6612
2017.0,103.4096
2018.0,105.9056
2019.0,109.2212
2020.0,106.2269
2021.0,99.0693
2022.0,100.6205
2023.0,101.8882
2024.0,106.4639
2025.0,103.8951
2026.0,104.4378
2027.0,97.4774
2028.0,107.266
2029.0,107.1336
2030.0,116.6987
2031.0,111.4512
2032.0,93.0318
2033.0,91.1804
2034.0,100.7526
2035.0,100.3265
2036.0,102.8881
2037.0,97.9791
2038.0,93.2082
2039.0,88.7518
2040.0,97.2136
2041.0,104.1142
2042.0,92.423
2043.0,86.7882
2044.0,81.1065
2045.0,80.6394
2046.0,92.3865
2047.0,102.592
2048.0,109.557
2049.0,93.5625
2050.0,100.1055
2051.0,96.676
2052.0,105.0367
2053.0,109.5425
2054.0,111.5597
2055.0,102.4983
2056.0,93.5612
2057.0,91.9236
2058.0,93.7747
2059.0,90.2817
2060.0,92.7784
2061.0,82.9
2062.0,80.226
2063.0,95.5027
2064.0,90.4464
2065.0,96.0956
2066.0,93.9216
2067.0,102.9851
2068.0,112.6266
2069.0,110.3885
2070.0,106.0689
2071.0,103.7248
2072.0,109.1206
2073.0,105.6355
2074.0,101.8683
2075.0,103.2618
2076.0,95.7195
2077.0,98.1675
2078.0,103.6979
2079.0,109.0049
2080.0,133.014
2081.0,130.9101
2082.0,133.659
2083.0,136.0398
2084.0,140.9218
2085.0,140.9147
2086.0,136.931
2087.0,125.4329
2088.0,120.1756
2089.0,129.066
2090.0,138.3205
2091.0,144.6448
2092.0,135.0378
2093.0,144.9678
2094.0,132.4825
2095.0,124.3624
2096.0,122.4997
2097.0,125.8317
2098.0,131.5754
2099.0,124.8297
2100.0,125.9639
2101.0,129.0597
2102.0,128.4907
2103.0,132.1505
2104.0,129.5304
2105.0,126.3169
2106.0,126.7407
2107.0,128.9288
2108.0,126.0798
2109.0,126.5516
2110.0,124.6001
2111.0,129.7827
2112.0,120.0132
2113.0,116.2705
2114.0,121.1883
2115.0,121.4112
2116.0,135.7176
2117.0,129.6833
2118.0,125.0977
2119.0,128.401
2120.0,128.0912
2121.0,136.538
2122.0,134.8761
2123.0,133.953
2124.0,122.5538
2125.0,119.1941
2126.0,118.2073
2127.0,119.1064
2128.0,123.6126
2129.0,117.3878
2130.0,128.5794
2131.0,130.1527
2132.0,137.2454
2133.0,119.6918
2134.0,108.552
2135.0,103.499
2136.0,114.8876
2137.0,120.0479
2138.0,116.8552
2139.0,108.3371
2140.0,109.679
2141.0,119.2661
2142.0,116.8613
2143.0,113.5442
2144.0,135.7341
2145.0,129.5407
2146.0,125.2519
2147.0,132.043
2148.0,127.5642
2149.0,117.6953
2150.0,120.6458
2151.0,118.7953
2152.0,135.4323
2153.0,128.8136
2154.0,116.8881
2155.0,115.1987
2156.0,109.4328
2157.0,110.6074
2158.0,114.5208
2159.0,112.7923
2160.0,112.8315
2161.0,120.9993
2162.0,127.0913
2163.0,127.8745
2164.0,131.8516
2165.0,139.4326
2166.0,117.4897
2167.0,115.0134
2168.0,112.9574
2169.0,110.2832
2170.0,112.0168
2171.0,99.1181
2172.0,100.9493
2173.0,132.0419
2174.0,131.78
2175.0,121.2082
2176.0,122.6908
2177.0,125.4376
2178.0,123.379
2179.0,123.6094
2180.0,130.3072
2181.0,121.1016
2182.0,112.6365
2183.0,123.361
2184.0,128.1637
2185.0,116.5689
2186.0,110.5468
2187.0,111.7598
2188.0,110.4138
2189.0,108.986
2190.0,98.517
2191.0,89.3445
2192.0,104.9331
2193.0,107.7251
2194.0,94.7192
2195.0,97.7751
2196.0,98.2573
2197.0,99.2015
2198.0,99.1734
2199.0,92.3384
2200.0,93.717
2201.0,91.3369
2202.0,92.0762
2203.0,95.7738
2204.0,89.1244
2205.0,86.9828
2206.0,90.6364
2207.0,108.7803
2208.0,124.1455
2209.0,112.8104
2210.0,109.4029
2211.0,121.0594
2212.0,135.5996
2213.0,139.535
2214.0,128.1942
2215.0,128.165
2216.0,139.2113
2217.0,146.3712
2218.0,158.33
2219.0,152.8939
2220.0,145.1731
2221.0,167.5926
2222.0,149.4089
2223.0,132.7194
2224.0,127.111
2225.0,117.4163
2226.0,110.1954
2227.0,120.3609
2228.0,115.3166
2229.0,111.8932
2230.0,125.7013
2231.0,121.8074
2232.0,112.8322
2233.0,112.9957
2234.0,113.8459
2235.0,116.7713
2236.0,118.5065
2237.0,127.0531
2238.0,113.2449
2239.0,119.0579
2240.0,123.1915
2241.0,131.0466
2242.0,125.9648
2243.0,128.3003
2244.0,120.2089
2245.0,125.5521
2246.0,124.7033
2247.0,127.5236
2248.0,122.0896
2249.0,128.3298
2250.0,126.8135
2251.0,121.1136
2252.0,116.7993
2253.0,126.6702
2254.0,126.2168
2255.0,118.4154
2256.0,117.8007
2257.0,114.1588
2258.0,113.7883
2259.0,130.1095
2260.0,115.5825
2261.0,110.6756
2262.0,132.0443
2263.0,135.9322
2264.0,123.0842
2265.0,126.0831
2266.0,127.6094
2267.0,110.4048
2268.0,121.4407
2269.0,119.676
2270.0,124.3341
2271.0,116.0334
2272.0,101.7514
2273.0,105.0474
2274.0,110.6072
2275.0,113.5833
2276.0,117.2733
2277.0,125.5275
2278.0,121.5897
2279.0,111.0705
2280.0,116.2986
2281.0,108.7851
2282.0,105.6107
2283.0,104.5243
2284.0,107.7504
2285.0,113.6147
2286.0,117.2382
2287.0,110.657
2288.0,121.368
2289.0,120.9096
2290.0,107.347
2291.0,115.4325
2292.0,122.8786
2293.0,125.9042
2294.0,121.1191
2295.0,105.6073
2296.0,106.2836
2297.0,111.0426
2298.0,109.6441
2299.0,113.8484
2300.0,103.1964
2301.0,113.6136
2302.0,108.396
2303.0,110.7474
2304.0,114.8494
2305.0,120.4113
2306.0,111.8683
2307.0,107.8439
2308.0,116.3763
2309.0,111.6261
2310.0,110.9878
2311.0,109.8419
2312.0,107.3735
2313.0,111.6316
2314.0,112.4355
2315.0,112.9822
2316.0,113.6271
2317.0,115.636
2318.0,117.7079
2319.0,98.6101
2320.0,108.5291
2321.0,102.1762
2322.0,107.8158
2323.0,117.0343
2324.0,119.7386
2325.0,107.8834
2326.0,106.5961
2327.0,114.5648
2328.0,123.0151
2329.0,128.6649
2330.0,119.9713
2331.0,113.6704
2332.0,121.1483
2333.0,120.2676
2334.0,118.9767
2335.0,111.7779
2336.0,113.142
2337.0,109.1217
2338.0,119.5012
2339.0,131.8493
2340.0,128.8712
2341.0,116.7977
2342.0,119.047
2343.0,125.9047
2344.0,119.0739
2345.0,114.6007
2346.0,115.1593
2347.0,130.5338
2348.0,123.8937
2349.0,121.7628
2350.0,126.2678
2351.0,126.4052
2352.0,118.4344
2353.0,124.2097
2354.0,125.1139
2355.0,114.7132
2356.0,109.2215
2357.0,137.543
2358.0,161.4128
2359.0,140.8925
2360.0,116.1512
2361.0,117.5492
2362.0,114.2439
2363.0,101.029
2364.0,112.5742
2365.0,121.441
2366.0,117.0055
2367.0,109.8386
2368.0,111.5999
2369.0,118.4142
2370.0,115.0517
2371.0,105.3163
2372.0,116.2742
2373.0,120.5149
2374.0,118.1244
2375.0,124.0581
2376.0,126.6823
2377.0,117.8119
2378.0,107.4363
2379.0,110.2853
2380.0,111.2235
2381.0,108.7556
2382.0,116.4753
2383.0,116.7687
2384.0,119.4717
2385.0,120.7793
2386.0,120.5014
2387.0,119.7962
2388.0,112.6719
2389.0,116.1554
2390.0,108.8414
2391.0,121.6158
2392.0,127.0217
2393.0,118.0055
2394.0,117.6533
2395.0,121.1453
2396.0,126.9452
2397.0,123.0257
2398.0,129.6626
2399.0,123.9224
2400.0,125.9486
2401.0,127.6099
2402.0,121.2654
2403.0,116.2095
2404.0,122.1904
2405.0,134.1297
2406.0,129.6986
2407.0,125.9669
2408.0,120.6202
2409.0,105.4317
2410.0,110.9373
2411.0,115.9481
2412.0,121.1765
2413.0,115.8353
2414.0,115.8949
2415.0,122.209
2416.0,114.66
2417.0,118.1785
2418.0,120.9688
2419.0,117.7408
2420.0,120.9735
2421.0,122.1898
2422.0,121.1468
2423.0,126.2286
2424.0,122.6165
2425.0,112.1859
2426.0,115.2921
2427.0,113.5426
2428.0,117.9421
2429.0,125.6679
2430.0,118.0336
2431.0,109.896
2432.0,111.5253
2433.0,119.9128
2434.0,120.7935
2435.0,122.4643
2436.0,139.1194
2437.0,142.4024
2438.0,141.6676
2439.0,131.0635
2440.0,115.6436
2441.0,115.2116
2442.0,106.8027
2443.0,107.368
2444.0,119.2058
2445.0,128.5889
2446.0,112.1859
2447.0,113.2911
2448.0,122.7914
2449.0,116.9956
2450.0,113.1043
2451.0,108.8704
2452.0,116.479
2453.0,107.7561
2454.0,108.4311
2455.0,121.9835
2456.0,119.2715
2457.0,119.5937
2458.0,112.2515
2459.0,117.3326
2460.0,116.0698
2461.0,107.9033
2462.0,120.4867
2463.0,125.5548
2464.0,120.1175
2465.0,112.8651
2466.0,118.2115
2467.0,114.3743
2468.0,116.5223
2469.0,110.0164
2470.0,114.9476
2471.0,108.7502
2472.0,102.1615
2473.0,103.0259
2474.0,94.897
2475.0,80.1102
2476.0,77.5523
2477.0,79.699
2478.0,97.4238
2479.0,98.7142
2480.0,85.0233
2481.0,86.6389
2482.0,84.7007
2483.0,94.0043
2484.0,89.8628
2485.0,96.3551
2486.0,97.582
2487.0,102.8146
2488.0,102.3379
2489.0,89.8708
2490.0,89.1634
2491.0,98.1837
2492.0,102.8216
2493.0,99.6197
2494.0,102.2404
2495.0,106.8956
2496.0,103.4177
2497.0,87.0671
2498.0,95.3251
2499.0,109.957
2500.0,103.2108
2501.0,104.1714
2502.0,102.761
2503.0,97.2715
2504.0,101.3171
2505.0,102.0229
2506.0,99.2538
2507.0,103.0791
2508.0,104.7759
2509.0,100.0602
2510.0,98.9438
2511.0,95.923
2512.0,89.5463
2513.0,97.2159
2514.0,96.5699
2515.0,92.9266
2516.0,90.6657
2517.0,89.6332
2518.0,92.0448
2519.0,98.0365
2520.0,95.7645
2521.0,93.6756
2522.0,105.7827
2523.0,116.4459
2524.0,111.1171
2525.0,103.4082
2526.0,100.8807
2527.0,102.9162
2528.0,102.1189
2529.0,93.1582
2530.0,97.1815
2531.0,98.7674
2532.0,96.7574
2533.0,86.3938
2534.0,97.3216
2535.0,106.8016
2536.0,105.4291
2537.0,96.2034
2538.0,100.8161
2539.0,107.7288
2540.0,103.9074
2541.0,98.0607
2542.0,94.0652
2543.0,96.5043
2544.0,93.5388
2545.0,91.4888
2546.0,90.5182
2547.0,93.3856
2548.0,102.4547
2549.0,100.83
2550.0,108.1936
2551.0,99.5156
2552.0,86.8338
2553.0,94.8625
2554.0,92.4886
2555.0,108.1929
2556.0,107.4851
2557.0,98.066
2558.0,101.2273
2559.0,95.7034
2560.0,94.0156
2561.0,100.5013
2562.0,91.0389
2563.0,62.9237
2564.0,82.4692
2565.0,96.5648
2566.0,95.8891
2567.0,98.1277
2568.0,95.4799
2569.0,86.0785
2570.0,74.2455
2571.0,84.7333
2572.0,92.1927
2573.0,97.0225
2574.0,100.2
2575.0,102.1626
2576.0,94.2067
2577.0,96.4068
2578.0,97.9096
2579.0,95.3238
2580.0,95.8484
2581.0,88.1652
2582.0,97.8606
2583.0,105.1497
2584.0,100.4438
2585.0,88.6622
2586.0,98.4694
2587.0,104.4345
2588.0,96.2733
2589.0,98.5342
2590.0,100.5668
2591.0,99.6511
2592.0,93.3933
2593.0,100.2355
2594.0,102.7865
2595.0,102.2594
2596.0,103.5715
2597.0,104.4018
2598.0,105.5972
2599.0,112.7136
2600.0,106.0994
2601.0,115.5947
2602.0,113.7423
2603.0,118.8536
2604.0,116.0055
2605.0,121.0879
2606.0,113.5532
2607.0,114.9485
2608.0,107.6916
2609.0,95.7429
2610.0,90.1012
2611.0,93.4234
2612.0,94.1594
2613.0,100.8182
2614.0,100.1628
2615.0,100.2596
2616.0,100.5298
2617.0,95.4705
2618.0,104.4313
2619.0,105.04
2620.0,100.412
2621.0,96.0663
2622.0,114.7794
2623.0,113.7795
2624.0,116.6208
2625.0,110.8639
2626.0,112.0867
2627.0,108.7469
2628.0,122.8927
2629.0,115.8291
2630.0,109.7173
2631.0,120.6614
2632.0,94.1913
2633.0,86.4353
2634.0,91.571
2635.0,100.1219
2636.0,104.0346
2637.0,106.1691
2638.0,106.2582
2639.0,95.5431
2640.0,105.179
2641.0,122.6895
2642.0,112.5771
2643.0,101.7716
2644.0,109.7195
2645.0,112.275
2646.0,110.6756
2647.0,97.998
2648.0,100.4947
2649.0,107.3297
2650.0,96.3033
2651.0,107.1439
2652.0,111.6151
2653.0,106.7904
2654.0,101.5894
2655.0,110.6921
2656.0,109.5181
2657.0,103.441
2658.0,100.7887
2659.0,97.7924
2660.0,98.1393
2661.0,97.6739
2662.0,87.5108
2663.0,85.0719
2664.0,92.0714
2665.0,95.6544
2666.0,95.0679
2667.0,86.9597
2668.0,85.2564
2669.0,97.4787
2670.0,101.9058
2671.0,98.9033
2672.0,102.2273
2673.0,123.2736
2674.0,131.8558
2675.0,135.2696
2676.0,152.4859
2677.0,161.238
2678.0,186.2998
2679.0,191.2553
2680.0,174.2871
2681.0,159.0123
2682.0,118.3998
2683.0,94.5597
2684.0,93.9807
2685.0,97.6732
2686.0,101.6752
2687.0,104.3762
2688.0,94.3937
2689.0,81.2024
2690.0,72.3659
2691.0,71.1034
2692.0,73.0665
2693.0,84.4039
2694.0,77.0912
2695.0,83.7874
2696.0,91.2781
2697.0,102.5514
2698.0,104.4805
2699.0,103.8734
2700.0,96.3777
2701.0,100.9046
2702.0,99.7539
2703.0,89.6378
2704.0,86.6406
2705.0,85.6695
2706.0,88.0974
2707.0,87.8467
2708.0,122.4832
2709.0,125.5557
2710.0,111.1861
2711.0,115.8752
2712.0,112.1558
2713.0,125.4209
2714.0,126.0665
2715.0,106.8095
2716.0,108.0791
2717.0,129.1927
2718.0,127.0489
2719.0,106.0638
2720.0,121.3215
2721.0,129.1076
2722.0,130.8996
2723.0,129.1357
2724.0,134.7439
2725.0,138.3865
2726.0,142.3794
2727.0,141.4404
2728.0,135.333
2729.0,136.8305
2730.0,125.5699
2731.0,128.5598
2732.0,123.4057
2733.0,128.9136
2734.0,132.7514
2735.0,126.3745
2736.0,133.6695
2737.0,128.6359
2738.0,134.5408
2739.0,135.7127
2740.0,130.9524
2741.0,124.13
2742.0,134.691
2743.0,131.1951
2744.0,122.2395
2745.0,125.118
2746.0,135.5285
2747.0,143.5289
2748.0,145.4095
2749.0,144.1445
2750.0,141.4752
2751.0,137.6928
2752.0,132.4562
2753.0,130.7113
2754.0,127.9689
2755.0,117.9736
2756.0,124.2884
2757.0,122.1145
2758.0,122.0095
2759.0,124.8433
2760.0,135.0001
2761.0,136.6558
2762.0,143.5004
2763.0,137.8703
2764.0,134.2764
2765.0,127.7438
2766.0,129.6658
2767.0,127.7571
2768.0,129.0772
2769.0,129.3699
2770.0,123.4692
2771.0,133.3126
2772.0,153.5378
2773.0,102.7471
2774.0,98.8668
2775.0,117.8308
2776.0,116.0092
2777.0,119.2532
2778.0,107.9206
2779.0,122.3508
2780.0,119.1367
2781.0,128.1358
2782.0,131.0
2783.0,122.6593
2784.0,123.3632
2785.0,135.6505
2786.0,165.9684
2787.0,179.8337
2788.0,139.7326
2789.0,123.9976
2790.0,117.495
2791.0,114.9517
2792.0,113.3653
2793.0,105.648
2794.0,105.0221
2795.0,110.663
2796.0,118.4189
2797.0,115.3796
2798.0,113.6312
2799.0,110.8084
2800.0,115.5208
2801.0,119.6071
2802.0,118.6511
2803.0,123.3946
2804.0,120.2949
2805.0,155.1321
2806.0,204.2386
2807.0,186.9917
2808.0,116.4711
2809.0,98.416
2810.0,98.1807
2811.0,109.462
2812.0,111.8526
2813.0,112.4241
2814.0,117.5948
2815.0,120.0454
2816.0,134.187
2817.0,164.0194
2818.0,201.5949
2819.0,158.3649
2820.0,116.9143
2821.0,109.8733
2822.0,108.9998
2823.0,106.1388
2824.0,117.49
2825.0,117.7249
2826.0,130.485
2827.0,131.8997
2828.0,128.1538
2829.0,130.1193
2830.0,130.9309
2831.0,140.6752
2832.0,150.2816
2833.0,134.0142
2834.0,135.2465
2835.0,136.1858
2836.0,130.9598
2837.0,130.7222
2838.0,122.2912
2839.0,116.4022
2840.0,114.8932
2841.0,119.2986
2842.0,131.6763
2843.0,132.0313
2844.0,127.2839
2845.0,129.5462
2846.0,139.4443
2847.0,128.6827
2848.0,128.0475
2849.0,120.5574
2850.0,117.7114
2851.0,109.1952
2852.0,90.5979
2853.0,74.5967
2854.0,62.1655
2855.0,59.9716
2856.0,73.0156
2857.0,68.4856
2858.0,55.148
2859.0,48.4886
2860.0,50.5152
2861.0,53.823
2862.0,58.8299
2863.0,62.1381
2864.0,59.797
2865.0,57.2078
2866.0,55.2696
2867.0,42.6012
2868.0,51.037
2869.0,55.2139
2870.0,55.8615
2871.0,58.3783
2872.0,54.4717
2873.0,53.5518
2874.0,52.1841
2875.0,48.8282
2876.0,47.578
2877.0,56.4604
2878.0,66.309
2879.0,74.8325
2880.0,72.1027
2881.0,87.9321
2882.0,74.1792
2883.0,72.6159
2884.0,89.0614
2885.0,64.5666
2886.0,71.6635
2887.0,58.9417
2888.0,63.0171
2889.0,61.7773
2890.0,64.7182
2891.0,77.5377
2892.0,71.0171
2893.0,70.8992
2894.0,87.6558
2895.0,95.0424
2896.0,80.3864
2897.0,68.1648
2898.0,63.6718
2899.0,68.0056
2900.0,67.0513
2901.0,66.3762
2902.0,72.541
2903.0,69.5728
2904.0,69.2484
2905.0,72.0918
2906.0,81.3704
2907.0,86.4222
2908.0,81.5019
2909.0,89.7883
2910.0,112.2011
2911.0,100.6789
2912.0,92.7093
2913.0,108.8274
2914.0,122.7038
2915.0,123.5543
2916.0,126.3169
2917.0,122.3531
2918.0,124.1446
2919.0,124.4789
2920.0,118.4979
2921.0,112.6561
2922.0,115.0713
2923.0,123.9988
2924.0,119.3269
2925.0,114.9329
2926.0,110.2234
2927.0,111.2528
2928.0,106.7003
2929.0,109.0436
2930.0,111.0847
2931.0,110.1045
2932.0,105.6419
2933.0,106.9933
2934.0,117.005
2935.0,118.5916
2936.0,108.9697
2937.0,106.964
2938.0,99.5308
2939.0,100.9291
2940.0,95.6599
2941.0,97.5342
2942.0,100.2372
2943.0,104.0841
2944.0,109.2479
2945.0,110.0588
2946.0,107.956
2947.0,118.1245
2948.0,105.4917
2949.0,100.8527
2950.0,102.468
2951.0,112.1283
2952.0,110.9148
2953.0,114.4548
2954.0,117.6272
2955.0,117.8414
2956.0,108.4309
2957.0,115.0349
2958.0,121.5141
2959.0,118.4741
2960.0,108.7211
2961.0,104.8282
2962.0,115.3029
2963.0,115.6812
2964.0,120.076
2965.0,121.8965
2966.0,118.0076
2967.0,121.5919
2968.0,120.0617
2969.0,121.0556
2970.0,125.0256
2971.0,120.4742
2972.0,129.854
2973.0,124.9346
2974.0,128.4336
2975.0,131.7674
2976.0,125.6395
2977.0,119.0315
2978.0,121.5301
2979.0,126.3162
2980.0,124.1718
2981.0,120.458
2982.0,144.6386
2983.0,154.92
2984.0,139.6406
2985.0,118.8873
2986.0,117.0333
2987.0,120.2805
2988.0,115.1289
2989.0,102.4975
2990.0,109.1452
2991.0,126.8609
2992.0,178.3998
2993.0,185.9648
2994.0,141.9906
2995.0,95.4798
2996.0,111.7559
2997.0,114.1603
2998.0,106.6347
2999.0,107.2432
3000.0,105.9126
3001.0,104.524
3002.0,104.9627
3003.0,114.5924
3004.0,115.9472
3005.0,119.339
3006.0,121.4129
3007.0,111.8967
3008.0,126.1134
3009.0,119.2794
3010.0,106.1386
3011.0,111.7158
3012.0,122.6883
3013.0,116.6871
3014.0,109.2552
3015.0,114.5224
3016.0,110.2545
3017.0,118.9449
3018.0,115.3914
3019.0,110.2047
3020.0,109.4914
3021.0,116.6024
3022.0,108.2398
3023.0,108.3391
3024.0,118.2954
3025.0,118.7662
3026.0,122.2345
3027.0,125.8167
3028.0,106.6986
3029.0,99.7438
3030.0,102.2618
3031.0,102.0851
3032.0,103.3501
3033.0,101.8245
3034.0,97.4697
3035.0,97.5248
3036.0,104.9636
3037.0,113.8654
3038.0,110.3633
3039.0,111.1734
3040.0,118.5033
3041.0,113.8615
3042.0,106.0811
3043.0,109.0178
3044.0,107.3525
3045.0,98.6248
3046.0,100.5888
3047.0,106.053
3048.0,110.7298
3049.0,106.6401
3050.0,108.962
