DEPT,GR
3051.0,117.9908
3052.0,119.1765
3053.0,105.4253
3054.0,116.651
3055.0,119.8228
3056.0,115.0457
3057.0,127.0809
3058.0,127.9616
3059.0,119.8406
3060.0,117.507
3061.0,124.1417
3062.0,121.749
3063.0,111.202
3064.0,115.5388
3065.0,111.9859
3066.0,114.7475
3067.0,118.0941
3068.0,113.7136
3069.0,107.7505
3070.0,116.6811
3071.0,114.8928
3072.0,121.9979
3073.0,131.4
3074.0,125.9209
3075.0,110.5451
3076.0,112.8362
3077.0,109.1073
3078.0,106.8698
3079.0,78.7979
3080.0,88.8148
3081.0,112.8351
3082.0,121.1182
3083.0,110.8683
3084.0,122.1202
3085.0,125.3938
3086.0,120.3974
3087.0,136.6573
3088.0,133.4976
3089.0,134.147
3090.0,132.7228
3091.0,134.2937
3092.0,142.7908
3093.0,149.8179
3094.0,141.66
3095.0,147.9668
3096.0,144.2358
3097.0,148.4697
3098.0,159.9128
3099.0,172.7211
3100.0,183.5664
3101.0,180.4155
3102.0,100.7881
3103.0,64.4564
3104.0,68.0947
3105.0,56.7083
3106.0,54.3239
3107.0,95.3566
3108.0,116.334
3109.0,133.9486
3110.0,143.3218
3111.0,133.4565
3112.0,121.6729
3113.0,104.9001
3114.0,130.2822
3115.0,122.8557
3116.0,117.4196
3117.0,119.7926
3118.0,116.1112
3119.0,121.4106
3120.0,119.1941
3121.0,113.0537
3122.0,121.085
3123.0,121.527
3124.0,122.0594
3125.0,123.2642
3126.0,125.3747
3127.0,125.5094
3128.0,121.7961
3129.0,122.5897
3130.0,132.57
3131.0,133.657
3132.0,126.2162
3133.0,125.465
3134.0,126.3167
3135.0,130.9886
3136.0,135.7925
3137.0,125.8166
3138.0,129.782
3139.0,133.6403
3140.0,114.2565
3141.0,113.8316
3142.0,120.3559
3143.0,119.7099
3144.0,114.8307
3145.0,129.4092
3146.0,130.1521
3147.0,134.6587
3148.0,134.3365
3149.0,140.9136
3150.0,128.1643
3151.0,115.8279
3152.0,127.0925
3153.0,127.9615
3154.0,129.459
3155.0,124.8304
3156.0,112.8562
3157.0,114.6244
3158.0,109.1644
3159.0,108.7824
3160.0,106.0225
3161.0,110.1143
3162.0,117.1197
3163.0,114.7704
3164.0,110.3824
3165.0,95.4255
3166.0,110.0443
3167.0,113.3359
3168.0,120.7646
3169.0,114.9495
3170.0,124.4218
3171.0,145.5558
3172.0,149.7582
3173.0,135.6269
3174.0,139.8839
3175.0,142.8521
3176.0,146.8086
3177.0,140.8243
3178.0,133.3067
3179.0,126.1397
3180.0,110.5583
3181.0,124.7349
3182.0,125.7749
3183.0,122.2344
3184.0,119.4712
3185.0,127.9722
3186.0,129.6943
3187.0,135.7148
3188.0,137.8586
3189.0,150.8959
3190.0,144.9636
3191.0,143.2353
3192.0,162.2158
3193.0,201.1118
3194.0,211.773
3195.0,161.0035
3196.0,168.4902
3197.0,141.6179
3198.0,131.6741
3199.0,137.5976
3200.0,131.4541
3201.0,127.3903
3202.0,134.9476
3203.0,141.9394
3204.0,123.7956
3205.0,126.4218
3206.0,121.0944
3207.0,126.9122
3208.0,132.0782
3209.0,121.1448
3210.0,116.0539
3211.0,120.3217
3212.0,129.048
3213.0,140.6804
3214.0,141.8589
3215.0,135.2194
3216.0,131.6235
3217.0,140.0623
3218.0,137.9173
3219.0,141.8342
3220.0,146.4398
3221.0,144.1531
3222.0,142.5026
3223.0,131.1624
3224.0,129.3227
3225.0,130.2797
3226.0,130.3956
3227.0,126.3616
3228.0,132.4237
3229.0,136.6587
3230.0,148.6675
3231.0,131.457
3232.0,130.4755
3233.0,132.7653
3234.0,134.2176
3235.0,139.1602
3236.0,140.7989
3237.0,148.0304
3238.0,157.2792
3239.0,153.5659
3240.0,162.7624
3241.0,158.8322
3242.0,144.4073
3243.0,150.5147
3244.0,148.606
3245.0,141.4348
3246.0,151.9839
3247.0,157.8894
3248.0,154.8434
3249.0,155.838
3250.0,153.4285
3251.0,145.3477
3252.0,146.4028
3253.0,154.7467
3254.0,156.3369
3255.0,156.5185
3256.0,158.0347
3257.0,159.6795
3258.0,160.4401
3259.0,155.3276
3260.0,147.7502
3261.0,162.8867
3262.0,164.0038
3263.0,161.2032
3264.0,153.6859
3265.0,161.8248
3266.0,159.0328
3267.0,156.2453
3268.0,153.1036
3269.0,152.9648
3270.0,168.586
3271.0,175.4815
3272.0,160.9702
3273.0,164.2598
3274.0,161.8508
3275.0,152.5778
3276.0,172.0523
3277.0,223.4335
3278.0,200.8582
3279.0,147.3755
3280.0,149.8731
3281.0,146.0538
3282.0,155.8609
3283.0,148.3146
3284.0,147.4709
3285.0,165.4443
3286.0,169.0581
3287.0,158.5696
3288.0,164.7614
3289.0,166.8168
3290.0,169.2855
3291.0,167.4391
3292.0,156.7177
3293.0,162.5881
3294.0,138.7415
3295.0,105.1139
3296.0,136.5272
3297.0,167.2316
3298.0,166.9101
3299.0,165.9135
3300.0,164.271
3301.0,154.8107
3302.0,160.9768
3303.0,150.9302
3304.0,163.0031
3305.0,172.4881
3306.0,165.7698
3307.0,159.4153
3308.0,152.2604
3309.0,142.3591
3310.0,108.6343
3311.0,148.6021
3312.0,180.9737
3313.0,176.8302
3314.0,177.2392
3315.0,173.053
3316.0,162.5918
3317.0,152.751
3318.0,150.4613
3319.0,155.5152
3320.0,157.4658
3321.0,155.753
3322.0,166.9026
3323.0,161.849
3324.0,150.3148
3325.0,153.2528
3326.0,158.9726
3327.0,169.4924
3328.0,159.2194
3329.0,158.7995
3330.0,161.8236
3331.0,169.3406
3332.0,173.4238
3333.0,163.7974
3334.0,170.6427
3335.0,161.6272
3336.0,153.5462
3337.0,165.0239
3338.0,166.9916
3339.0,174.7168
3340.0,172.5737
3341.0,175.0213
3342.0,174.0207
3343.0,177.7427
3344.0,174.601
3345.0,168.7283
3346.0,177.3409
3347.0,204.8345
3348.0,190.6697
3349.0,182.0625
3350.0,191.5477
3351.0,175.0501
3352.0,139.6464
3353.0,153.4847
3354.0,170.8948
3355.0,166.4887
3356.0,145.5188
3357.0,153.5641
3358.0,138.9184
3359.0,150.3797
3360.0,161.5609
3361.0,162.471
3362.0,155.9783
3363.0,152.7198
3364.0,151.2209
3365.0,137.8342
3366.0,148.3761
3367.0,146.0274
3368.0,113.2328
3369.0,119.7659
3370.0,129.9893
3371.0,183.343
3372.0,196.92
3373.0,196.3433
3374.0,220.6187
3375.0,154.4839
3376.0,100.373
3377.0,98.2319
3378.0,115.2714
3379.0,113.9373
3380.0,108.7546
3381.0,104.9359
3382.0,112.8376
3383.0,113.7922
3384.0,110.1589
3385.0,109.4151
3386.0,113.6567
3387.0,105.8453
3388.0,106.0914
3389.0,111.0189
3390.0,105.2902
3391.0,97.4514
3392.0,94.6594
3393.0,105.1793
3394.0,104.4233
3395.0,106.7821
3396.0,113.7777
3397.0,99.3842
3398.0,94.6161
3399.0,106.2223
3400.0,110.4528
3401.0,105.394
3402.0,105.7809
3403.0,103.2503
3404.0,98.2708
3405.0,93.1033
3406.0,92.1925
3407.0,94.2452
3408.0,90.4835
3409.0,82.9379
3410.0,112.8473
3411.0,119.4013
3412.0,103.0289
3413.0,140.5691
3414.0,181.1203
3415.0,123.8766
3416.0,114.2741
3417.0,121.9409
3418.0,127.1394
3419.0,124.1432
3420.0,133.7729
3421.0,143.6451
3422.0,151.9808
3423.0,146.9957
3424.0,137.6224
3425.0,128.9341
3426.0,156.3933
3427.0,191.2576
3428.0,128.241
3429.0,107.831
3430.0,126.5508
3431.0,141.5994
3432.0,126.7715
3433.0,116.68
3434.0,132.076
3435.0,151.6601
3436.0,147.8715
3437.0,113.0962
3438.0,118.1089
3439.0,172.4155
3440.0,221.2965
3441.0,197.0197
3442.0,146.2086
3443.0,118.1356
3444.0,112.6337
3445.0,116.9437
3446.0,139.8063
3447.0,138.5942
3448.0,132.7175
3449.0,139.6242
3450.0,147.6675
3451.0,172.3123
3452.0,167.5305
3453.0,125.9196
3454.0,117.2672
3455.0,132.1612
3456.0,131.341
3457.0,133.6334
3458.0,150.4552
3459.0,156.0703
3460.0,147.198
3461.0,139.6916
3462.0,141.5617
3463.0,155.1319
3464.0,128.1023
3465.0,120.1736
3466.0,165.8856
3467.0,175.3378
3468.0,152.6003
3469.0,161.5425
3470.0,183.2991
3471.0,170.8394
3472.0,172.4567
3473.0,181.2713
3474.0,176.131
3475.0,156.3014
3476.0,165.5606
3477.0,174.9905
3478.0,188.0037
3479.0,177.6609
3480.0,164.1826
3481.0,158.1807
3482.0,161.9119
3483.0,158.1226
3484.0,158.8055
3485.0,157.132
3486.0,159.5608
3487.0,165.2895
3488.0,153.6276
3489.0,145.7628
3490.0,132.0719
3491.0,125.4959
3492.0,140.095
3493.0,122.6318
3494.0,144.0402
3495.0,142.3925
3496.0,118.9472
3497.0,134.6099
3498.0,152.4625
3499.0,159.453
3500.0,161.4821
3501.0,177.1235
3502.0,188.0204
3503.0,172.9287
3504.0,164.7608
3505.0,156.4547
3506.0,164.5886
3507.0,182.8784
3508.0,188.9306
3509.0,179.7444
3510.0,183.3195
3511.0,180.6159
3512.0,169.5481
3513.0,164.7328
3514.0,146.9362
3515.0,163.0829
3516.0,199.0221
3517.0,217.3233
3518.0,154.4287
3519.0,132.0108
3520.0,134.3814
3521.0,146.2257
3522.0,152.1614
3523.0,141.5106
3524.0,136.275
3525.0,138.8837
3526.0,152.9563
3527.0,159.62
3528.0,168.3437
3529.0,160.3824
3530.0,171.7563
3531.0,190.4973
3532.0,183.2706
3533.0,161.0033
3534.0,178.0347
3535.0,194.7303
3536.0,228.2227
3537.0,187.7852
3538.0,169.9292
3539.0,171.7233
3540.0,175.4255
3541.0,181.1158
3542.0,198.7452
3543.0,191.6985
3544.0,183.7751
3545.0,196.1304
3546.0,196.8473
3547.0,195.3183
3548.0,213.8068
3549.0,216.5955
3550.0,234.2813
3551.0,241.8536
3552.0,222.5059
3553.0,218.3028
3554.0,209.8516
3555.0,203.6862
3556.0,240.6792
3557.0,213.2398
3558.0,196.0192
3559.0,216.5673
3560.0,205.791
3561.0,191.8061
3562.0,178.5128
3563.0,207.7555
3564.0,196.3269
3565.0,189.0453
3566.0,180.5143
3567.0,179.9181
3568.0,167.41
3569.0,163.4172
3570.0,152.343
3571.0,160.4707
3572.0,173.6895
3573.0,172.843
3574.0,190.8379
3575.0,192.3374
3576.0,170.8445
3577.0,135.042
3578.0,126.888
3579.0,142.5026
3580.0,142.5553
3581.0,139.8235
3582.0,141.7637
3583.0,129.3385
3584.0,131.0637
3585.0,136.5177
3586.0,142.9446
3587.0,119.6649
3588.0,147.9899
3589.0,162.9171
3590.0,138.5557
3591.0,138.5623
3592.0,139.824
3593.0,141.6903
3594.0,155.0163
3595.0,162.0657
3596.0,159.1903
3597.0,143.7034
3598.0,137.0639
3599.0,136.5265
3600.0,148.2252
3601.0,151.3099
3602.0,155.8568
3603.0,144.558
3604.0,147.9592
3605.0,170.578
3606.0,215.9471
3607.0,227.9329
3608.0,177.3343
3609.0,124.3762
3610.0,124.701
3611.0,133.9899
3612.0,132.0989
3613.0,138.2395
3614.0,133.4425
3615.0,122.2176
3616.0,122.5277
3617.0,126.3859
3618.0,103.4034
3619.0,93.9555
3620.0,104.7681
3621.0,121.8462
3622.0,148.2288
3623.0,145.4088
3624.0,125.4759
3625.0,108.018
3626.0,95.9438
3627.0,90.188
3628.0,101.6448
3629.0,106.804
3630.0,107.2208
3631.0,106.3997
3632.0,107.1254
3633.0,107.9575
3634.0,95.2621
3635.0,103.0938
3636.0,112.3396
3637.0,119.4712
3638.0,92.7051
3639.0,98.8225
3640.0,114.9079
3641.0,114.7129
3642.0,107.6929
3643.0,108.8153
3644.0,114.0127
3645.0,113.9538
3646.0,115.9604
3647.0,110.5167
3648.0,114.1537
3649.0,111.2936
3650.0,109.1308
3651.0,112.7394
3652.0,107.3486
3653.0,110.6279
3654.0,126.3755
3655.0,135.6828
3656.0,121.6415
3657.0,122.1612
3658.0,117.2136
3659.0,118.0627
3660.0,126.5959
3661.0,130.6621
3662.0,124.674
3663.0,111.3374
3664.0,117.6796
3665.0,125.171
3666.0,126.0249
3667.0,115.4501
3668.0,104.0053
3669.0,96.6104
3670.0,103.5558
3671.0,111.3104
3672.0,117.8998
3673.0,118.9734
3674.0,124.5856
3675.0,125.4091
3676.0,119.0623
3677.0,112.9526
3678.0,117.0935
3679.0,115.9623
3680.0,126.2271
3681.0,114.8006
3682.0,127.2104
3683.0,123.9649
3684.0,108.1918
3685.0,105.3052
3686.0,133.9476
3687.0,138.0891
3688.0,120.5913
3689.0,125.8027
3690.0,125.5392
3691.0,120.7106
3692.0,112.0655
3693.0,128.6789
3694.0,126.3739
3695.0,117.6797
3696.0,112.0565
3697.0,110.8935
3698.0,117.4606
3699.0,124.934
3700.0,132.1785
3701.0,127.3718
3702.0,123.3213
3703.0,114.246
3704.0,113.0084
3705.0,120.6835
3706.0,137.0274
3707.0,127.0842
3708.0,108.9432
3709.0,120.6747
3710.0,128.1661
3711.0,128.6683
3712.0,120.0611
3713.0,128.2146
3714.0,158.2709
3715.0,143.3813
3716.0,129.1226
3717.0,131.2193
3718.0,140.3241
3719.0,149.8709
3720.0,139.1818
3721.0,145.4088
3722.0,128.8481
3723.0,134.1938
3724.0,142.9989
3725.0,154.6973
3726.0,144.7613
3727.0,146.2005
3728.0,131.5023
3729.0,100.6811
3730.0,86.3452
3731.0,128.2739
3732.0,153.8924
3733.0,147.0829
3734.0,161.6571
3735.0,165.9131
3736.0,151.3127
3737.0,151.6936
3738.0,149.0528
3739.0,148.8481
3740.0,147.854
3741.0,144.3236
3742.0,143.479
3743.0,139.1232
3744.0,144.1287
3745.0,142.7374
3746.0,135.8358
3747.0,137.4511
3748.0,149.6043
3749.0,150.8078
3750.0,138.6826
3751.0,145.3283
3752.0,152.4291
3753.0,178.3361
3754.0,173.8479
3755.0,140.7988
3756.0,151.1304
3757.0,142.8814
3758.0,139.7077
3759.0,148.0
3760.0,143.0591
3761.0,134.6294
3762.0,133.9033
3763.0,134.247
3764.0,130.2934
3765.0,135.8246
3766.0,146.9096
3767.0,150.4932
3768.0,125.8297
3769.0,98.3869
3770.0,94.9958
3771.0,91.242
3772.0,88.7145
3773.0,103.1863
3774.0,108.9841
3775.0,128.0924
3776.0,132.191
3777.0,126.3152
3778.0,140.0938
3779.0,146.6384
3780.0,151.163
3781.0,140.1017
3782.0,149.5527
3783.0,140.1218
3784.0,129.105
3785.0,108.2603
3786.0,75.593
3787.0,80.6175
3788.0,89.0452
3789.0,105.2033
3790.0,114.7888
3791.0,113.1269
3792.0,113.131
3793.0,120.5327
3794.0,127.9592
3795.0,139.27
3796.0,129.8426
3797.0,128.2541
3798.0,116.1685
3799.0,112.5856
3800.0,106.4352
3801.0,101.8537
3802.0,115.5799
3803.0,123.5575
3804.0,113.8038
3805.0,112.0713
3806.0,121.852
3807.0,127.8272
3808.0,129.6948
3809.0,138.7428
3810.0,133.8189
3811.0,134.3066
3812.0,134.7279
3813.0,140.0052
3814.0,135.2143
3815.0,138.8096
3816.0,140.7386
3817.0,141.0387
3818.0,137.6552
3819.0,136.4322
3820.0,119.9714
3821.0,92.3342
3822.0,109.5813
3823.0,127.2273
3824.0,113.1265
3825.0,101.6847
3826.0,113.9188
3827.0,127.9325
3828.0,127.1387
3829.0,134.5223
3830.0,127.2552
3831.0,105.667
3832.0,110.7644
3833.0,142.016
3834.0,154.1938
3835.0,150.8481
3836.0,156.3965
3837.0,150.3724
3838.0,119.7377
3839.0,100.1392
3840.0,126.4053
3841.0,128.0502
3842.0,134.6694
3843.0,145.1747
3844.0,149.6167
3845.0,137.1831
3846.0,103.6699
3847.0,63.7148
3848.0,45.8654
3849.0,30.2566
3850.0,40.7449
3851.0,33.8574
3852.0,30.7581
3853.0,41.2439
3854.0,58.5838
3855.0,55.8148
3856.0,50.9896
3857.0,52.2707
3858.0,33.0459
3859.0,28.5233
3860.0,29.2779
3861.0,20.5569
3862.0,18.2131
3863.0,20.3797
3864.0,21.2978
3865.0,17.9709
3866.0,20.8493
3867.0,26.3206
3868.0,20.2691
3869.0,22.111
3870.0,36.2748
3871.0,46.6491
3872.0,35.5336
3873.0,37.8069
3874.0,38.8564
3875.0,45.4599
3876.0,96.4102
3877.0,116.5599
3878.0,88.7265
3879.0,82.9865
3880.0,84.0433
3881.0,90.4467
3882.0,87.4046
3883.0,97.0866
3884.0,105.7748
3885.0,150.9631
3886.0,389.2969
3887.0,579.0206
3888.0,199.6071
3889.0,153.4886
3890.0,152.3389
3891.0,135.6849
3892.0,117.1807
3893.0,104.3075
3894.0,97.822
3895.0,103.4086
3896.0,96.8744
3897.0,101.5817
3898.0,109.4824
3899.0,102.4919
3900.0,108.3589
3901.0,98.4977
3902.0,85.3336
3903.0,90.8314
3904.0,102.0873
3905.0,105.4647
3906.0,109.2178
3907.0,99.9932
3908.0,98.2259
3909.0,95.565
3910.0,101.3741
3911.0,109.8262
3912.0,119.149
3913.0,111.1205
3914.0,102.5803
3915.0,97.8514
3916.0,94.5906
3917.0,96.9047
3918.0,103.1395
3919.0,100.8778
3920.0,108.5039
3921.0,100.2892
3922.0,100.5604
3923.0,100.0032
3924.0,104.0496
3925.0,101.5171
3926.0,102.5458
3927.0,103.6973
3928.0,101.8564
3929.0,102.1941
3930.0,114.5072
3931.0,104.9232
3932.0,108.2128
3933.0,117.2671
3934.0,130.7933
3935.0,136.6279
3936.0,170.5523
3937.0,208.5083
3938.0,202.6264
3939.0,138.5813
3940.0,117.5022
3941.0,138.6603
3942.0,137.6238
3943.0,143.175
3944.0,266.8401
3945.0,307.7726
3946.0,208.2096
3947.0,157.1321
3948.0,125.5353
3949.0,112.715
3950.0,94.1745
3951.0,104.249
3952.0,105.7239
3953.0,100.0471
3954.0,101.0752
3955.0,98.6857
3956.0,91.2725
3957.0,91.1241
3958.0,94.4256
3959.0,85.9539
3960.0,82.9865
3961.0,107.1061
3962.0,104.2277
3963.0,83.9258
3964.0,73.145
3965.0,58.9584
3966.0,51.2438
3967.0,64.7146
3968.0,79.4892
3969.0,92.8251
3970.0,97.3484
3971.0,107.4283
3972.0,98.4348
3973.0,80.9586
3974.0,95.2355
3975.0,130.2382
3976.0,105.9731
3977.0,94.0535
3978.0,92.323
3979.0,74.9672
3980.0,73.9392
3981.0,72.8222
3982.0,70.1106
3983.0,64.6046
3984.0,65.7721
3985.0,62.8937
3986.0,59.8769
3987.0,68.5929
3988.0,69.0826
3989.0,70.8077
3990.0,68.1817
3991.0,71.0031
3992.0,86.2177
3993.0,94.7359
3994.0,91.1529
3995.0,77.7179
3996.0,75.2926
3997.0,72.5897
3998.0,92.8932
3999.0,88.9749
4000.0,79.0217
4001.0,61.6678
4002.0,62.6958
4003.0,81.7836
4004.0,80.8721
4005.0,85.4981
4006.0,82.7815
4007.0,88.6863
4008.0,82.7239
4009.0,61.881
4010.0,52.4073
4011.0,46.5171
4012.0,52.3772
4013.0,46.5834
4014.0,32.6541
4015.0,40.8339
4016.0,54.792
4017.0,48.9107
4018.0,76.6735
4019.0,88.5665
4020.0,75.1263
4021.0,62.6329
4022.0,57.254
4023.0,75.1747
4024.0,99.2919
4025.0,103.404
4026.0,84.3968
4027.0,81.7593
4028.0,86.1707
4029.0,81.5776
4030.0,91.6521
4031.0,113.8013
4032.0,112.5272
4033.0,81.8694
4034.0,78.9909
4035.0,80.0007
4036.0,64.0194
4037.0,61.514
4038.0,61.7196
4039.0,55.3828
4040.0,44.7679
4041.0,35.1046
4042.0,34.6214
4043.0,47.0917
4044.0,72.6273
4045.0,76.114
4046.0,71.3548
4047.0,78.198
4048.0,85.1594
4049.0,85.7762
4050.0,95.3835
4051.0,97.9933
4052.0,88.4185
4053.0,61.4846
4054.0,76.669
4055.0,68.4168
4056.0,50.7015
4057.0,49.2437
4058.0,70.925
4059.0,63.9786
4060.0,57.3993
4061.0,71.3851
4062.0,63.0691
4063.0,58.3866
4064.0,59.4656
4065.0,55.2268
4066.0,58.2883
4067.0,85.9138
4068.0,132.0718
4069.0,148.9063
4070.0,142.4498
4071.0,154.1012
4072.0,157.2182
4073.0,155.4331
4074.0,149.9893
4075.0,118.3265
4076.0,111.0901
4077.0,105.3113
4078.0,93.2109
4079.0,95.8932
4080.0,105.8949
4081.0,116.7694
4082.0,106.2736
4083.0,100.7223
4084.0,95.4109
4085.0,101.1898
4086.0,108.4881
4087.0,98.7916
4088.0,74.5309
4089.0,54.9033
4090.0,67.6894
4091.0,68.2989
4092.0,68.6279
4093.0,77.3769
4094.0,81.6945
4095.0,86.9189
4096.0,85.6599
4097.0,97.4168
4098.0,101.811
4099.0,98.4963
4100.0,96.6767
4101.0,99.5551
4102.0,99.9876
4103.0,89.026
4104.0,85.7784
4105.0,80.2811
4106.0,107.2151
4107.0,117.4438
4108.0,112.5001
4109.0,108.5937
4110.0,107.5743
4111.0,107.9746
4112.0,108.9552
4113.0,111.0112
4114.0,110.8639
4115.0,110.0067
4116.0,112.4733
4117.0,111.8042
4118.0,111.5986
4119.0,113.7597
4120.0,106.694
4121.0,97.5862
4122.0,100.546
4123.0,90.0541
4124.0,96.4697
4125.0,104.5119
4126.0,103.6895
4127.0,102.1402
4128.0,95.3252
4129.0,104.9554
4130.0,107.0157
4131.0,111.4376
4132.0,114.0082
4133.0,105.0108
4134.0,92.2392
4135.0,99.4353
4136.0,107.4758
4137.0,96.8535
4138.0,101.5823
4139.0,102.3346
4140.0,97.704
4141.0,93.3864
4142.0,96.3231
4143.0,89.3601
4144.0,89.508
4145.0,88.8912
4146.0,86.1289
4147.0,89.7732
4148.0,90.5956
4149.0,86.5693
4150.0,90.1248
4151.0,94.2369
4152.0,104.8311
4153.0,99.1432
4154.0,94.6782
4155.0,96.5684
4156.0,92.7666
4157.0,104.4306
4158.0,107.309
4159.0,104.013
4160.0,84.4838
4161.0,75.2317
4162.0,81.2832
4163.0,88.3916
4164.0,66.8033
4165.0,54.239
4166.0,70.8839
4167.0,85.5132
4168.0,86.13
4169.0,76.115
4170.0,82.7664
4171.0,98.1446
4172.0,99.3448
4173.0,101.0519
4174.0,98.7902
4175.0,96.2001
4176.0,97.704
4177.0,103.872
4178.0,110.3632
4179.0,112.4768
4180.0,114.7709
4181.0,127.4319
4182.0,125.2012
4183.0,105.2996
4184.0,71.5001
4185.0,61.1191
4186.0,57.8792
4187.0,62.2761
4188.0,70.7401
4189.0,73.0017
4190.0,71.3541
4191.0,55.0191
4192.0,43.6963
4193.0,44.7979
4194.0,54.8436
4195.0,72.7834
4196.0,76.4656
4197.0,55.725
4198.0,51.3886
4199.0,63.3136
4200.0,72.0285
4201.0,73.4421
4202.0,80.0214
4203.0,78.1677
4204.0,84.3385
4205.0,79.404
4206.0,72.5613
4207.0,75.7909
4208.0,80.1085
4209.0,71.5917
4210.0,51.0537
4211.0,49.7559
4212.0,51.9189
4213.0,59.7218
4214.0,58.7308
4215.0,63.6652
4216.0,61.8066
4217.0,56.4897
4218.0,53.4057
4219.0,52.4739
4220.0,48.5
4221.0,57.0637
4222.0,54.0019
4223.0,46.59
4224.0,54.5066
4225.0,66.9246
4226.0,75.9657
4227.0,70.4144
4228.0,63.1934
4229.0,63.3335
4230.0,67.6008
4231.0,64.5089
4232.0,67.9807
4233.0,68.5935
4234.0,62.8709
4235.0,72.5006
4236.0,76.8182
4237.0,73.5006
4238.0,58.3991
4239.0,49.3003
4240.0,44.9747
4241.0,53.2693
4242.0,62.3042
4243.0,63.4596
4244.0,60.7868
4245.0,53.3166
4246.0,52.8548
4247.0,70.7423
4248.0,70.7654
4249.0,62.3939
4250.0,66.691
4251.0,87.0715
4252.0,84.5133
4253.0,63.2072
4254.0,47.2534
4255.0,48.8215
4256.0,48.8056
4257.0,46.7373
4258.0,49.2046
4259.0,50.9482
4260.0,52.3482
4261.0,51.5258
4262.0,49.4396
4263.0,48.0782
4264.0,50.8616
4265.0,47.1485
4266.0,57.2391
4267.0,55.5288
4268.0,43.5636
4269.0,42.5598
4270.0,46.2226
4271.0,45.9352
4272.0,51.1888
4273.0,67.6637
4274.0,78.8872
4275.0,80.5798
4276.0,104.9329
4277.0,106.8704
4278.0,96.3819
4279.0,111.9091
4280.0,120.6162
4281.0,121.5018
4282.0,127.1378
4283.0,118.2215
4284.0,117.2962
4285.0,130.3515
4286.0,135.556
4287.0,129.1266
4288.0,134.3195
4289.0,137.7957
4290.0,134.6079
4291.0,134.7575
4292.0,135.1621
4293.0,131.9878
4294.0,137.0784
4295.0,142.0043
4296.0,147.4724
4297.0,172.2228
4298.0,172.2228
4299.0,172.2228
4300.0,172.2228
4301.0,172.2228
4302.0,172.2228
4303.0,172.2228
4304.0,172.2228
4305.0,172.2228
4306.0,172.2228
4307.0,172.2228
4308.0,172.2228
4309.0,172.2228
4310.0,172.2228
4311.0,172.2228
4312.0,172.2228
4313.0,172.2228
4314.0,172.2228
4315.0,172.2228
4316.0,172.2228
4317.0,172.2228
4318.0,172.2228
4319.0,172.2228
4320.0,172.2228
4321.0,172.2228
4322.0,172.2228
4323.0,172.2228
4324.0,172.2228
4325.0,172.2228
4326.0,172.2228
4327.0,172.2228
4328.0,172.2228
4329.0,172.2228
4330.0,172.2228
4331.0,172.2228
4332.0,172.2228
